query,queryId,retrievalQuery,queryConcentration,queryQuantity,queryDosageForm,cardIndex,cardRank,pharmacy,upstreamName,canonicalName,cardMatchKey,cardPresentationKey,offerMatchKey,offerCombinationKey,offerVariantKey,offerDosageForm,offerUnitCount,offerConcentration,offerConcentrationLevel,offerParsedFirstMagnitude,brand,manufacturer,activeIngredient,brandSource,laboratory,isBioequivalent,lexicalMatch,concentrationMatch,cfmId,effective,hasStock,onlineUrl,offersInCard
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,1,2,ecofarmacias,Amoxicilina 500 mg x 21 cápsulas (DFM) CENABAST,Amoxicilina 500mg 21 Comprimidos,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:true|brand:unknown|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,,amoxicilina,unknown,,true,exact,exact,CFM-000884,1890,true,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Famoxicilina-500-mg-x-21-capsulas-dfm-cenabast%2F&cfmId=CFM-000884,2
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,1,2,sermecoop,Amoxicilina 500mg 21 Comprimidos,Amoxicilina 500mg 21 Comprimidos,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:true|brand:unknown|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,,amoxicilina,unknown,,true,exact,exact,CFM-000884,2490,false,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D19027%26d_%3D1&cfmId=CFM-000884,2
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,2,3,farmex,Amoxicilina 500 mg x 21 cápsulas,Amoxicilina (B) 500mg 21 Cápsulas,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:unknown|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,,amoxicilina,unknown,Amoxicilina,,exact,exact,CFM-000884,2069,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Famoxicilina-500-mg-x-21-capsulas-7%3F_pos%3D5%26_psq%3Damoxicilina%26_psid%3D0801a7414%26_ss%3De&cfmId=CFM-000884,3
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,2,3,cruz-verde,Amoxicilina 500 mg 21 Cápsulas,Amoxicilina (B) 500mg 21 Cápsulas,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:unknown|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,,amoxicilina,unknown,Amoxicilina,,exact,exact,CFM-000884,4990,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Fwww.cruzverde.cl%2Famoxicilina-500-mg-21-capsulas%2F296838.html&cfmId=CFM-000884,3
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,2,3,salcobrand,Amoxicilina (B) 500mg 21 Cápsulas,Amoxicilina (B) 500mg 21 Cápsulas,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:unknown|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,,amoxicilina,unknown,Amoxicilina,,exact,exact,CFM-000884,5015,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fopko-amoxicilina-b-500mg-21-capsulas%3Fdefault_sku%3D1763363&cfmId=CFM-000884,3
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,3,4,dr-simi,Amoxicilina 500 mg 21 cápsulas,Amoxicilina 500 mg 21 cápsulas,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:true|brand:opko|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,Opko,amoxicilina,unknown,OPKO,true,exact,exact,CFM-000884,2100,true,https://comparafarma-api.vercel.app/api/go?slug=dr-simi&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Fwww.drsimi.cl%2Famoxicilina-500-mg-21-capsulas%2Fp&cfmId=CFM-000884,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,4,5,farmex,Amoxicilina 500 mg  x 21 Capsulas,Amoxicilina 500 mg  x 21 Capsulas,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:dfmpharma|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,DFM Pharma,amoxicilina,unknown,DFM Pharma,,exact,exact,CFM-000884,2990,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Famoxicilina-500-mg-x-21-capsulas-8%3F_pos%3D10%26_psq%3Damoxicilina%26_psid%3D0801a7414%26_ss%3De&cfmId=CFM-000884,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,5,6,easyfarma,Amoxicilina 500 mg 21 Caps....,Amoxicilina 500 mg 21 Caps....,amoxicilina|500mg,amoxicilina|500mg|bio:unknown|brand:mintlab|form:solid-oral,amoxicilina|500mg,,,solid-oral,21,,,500mg,,,amoxicilina,unknown,,,exact,exact,CFM-001242,2990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=amoxicilina%7C500mg&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F41837-amoxicilina-500mg-x-21-caps-lab-mintlab.html&cfmId=CFM-001242,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,6,7,farmex,Amoxicilina 500 mg x 21 comprimidos,Amoxicilina 500 mg x 21 comprimidos,amoxicilina|500mg|21,amoxicilina|500mg|21|bio:unknown|brand:curaespring|form:solid-oral,amoxicilina|500mg|21,,,solid-oral,21,,,500mg,,Curae Spring,amoxicilina,unknown,Curae Spring,,exact,exact,CFM-000884,3190,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=amoxicilina%7C500mg%7C21&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Famoxicilina-500-mg-x-21-comprimidos%3F_pos%3D4%26_psq%3Damoxicilina%26_psid%3D0801a7414%26_ss%3De&cfmId=CFM-000884,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,7,8,farmex,Amoxicilina 500 mg + Acido Clavulánico 125 mg x 20 Comp,Amoxicilina 500 mg + Acido Clavulánico 125 mg x 20 Comp,amoxicilina|500mg|20,amoxicilina|500mg|20|bio:unknown|brand:curaespring|combo:acido|form:solid-oral,amoxicilina|500mg|20,acido,,solid-oral,20,,,500mg,,Curaespring,,unknown,CURAESPRING,,exact,exact,CFM-000866,5590,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=amoxicilina%7C500mg%7C20&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Famoxicilina-500-mg-acido-clavulanico-125-mg-x-20-comp%3F_pos%3D2%26_psq%3Damoxicilina%26_psid%3D0801a7414%26_ss%3De&cfmId=CFM-000866,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,8,9,dr-simi,Amoxicilina 500 mg ácido clavulánico 125 mg 20 comprimidos recubiertos,Amoxicilina 500 mg ácido clavulánico 125 mg 20 comprimidos recubiertos,amoxicilina|500mg|20,amoxicilina|500mg|20|bio:true|brand:ascend|form:solid-oral,amoxicilina|500mg|20,,,solid-oral,20,,,500mg,,Ascend,amoxicilina,unknown,ASCEND,true,exact,exact,CFM-000866,5850,true,https://comparafarma-api.vercel.app/api/go?slug=dr-simi&matchKey=amoxicilina%7C500mg%7C20&url=https%3A%2F%2Fwww.drsimi.cl%2Famoxicilina-acido-clavulanico-500-125-comprimidos-recubiertos%2Fp&cfmId=CFM-000866,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,9,10,farmex,Amoxicilina + Ácido Clavulánico 500 mg / 125 mg x 20 comprimidos,Amoxicilina + Ácido Clavulánico 500 mg / 125 mg x 20 comprimidos,amoxicilina|500mg|20,amoxicilina|500mg|20|bio:unknown|brand:ascend|combo:acido|form:solid-oral,amoxicilina|500mg|20,acido,,solid-oral,20,,,500mg,,Ascend,,unknown,ASCEND,,exact,exact,CFM-000866,5895,true,https://comparafarma-api.vercel.app/api/go?slug=farmex&matchKey=amoxicilina%7C500mg%7C20&url=https%3A%2F%2Ffarmex.cl%2Fproducts%2Famoxicilina-acido-clavulanico-500-125-mg-x-20-comprimidos-recubiertos%3F_pos%3D3%26_psq%3Damoxicilina%26_psid%3D0801a7414%26_ss%3De&cfmId=CFM-000866,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,10,11,sermecoop,Amoxicilina 500mg/acido Clavulanico 125mg 20 Comprimidos Ethon,Amoxicilina 500mg/acido Clavulanico 125mg 20 Comprimidos Ethon,amoxicilina|500mg|20,amoxicilina|500mg|20|bio:true|brand:unknown|combo:acido|form:solid-oral,amoxicilina|500mg|20,acido,,solid-oral,20,,,500mg,,,,unknown,,true,exact,exact,CFM-000866,6890,false,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=amoxicilina%7C500mg%7C20&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D1716%26d_%3D1&cfmId=CFM-000866,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,11,12,cruz-verde,Amoxicilina 500 mg + Acido Clavulánico 125 mg 20 Comprimidos,Amoxicilina 500 mg + Acido Clavulánico 125 mg 20 Comprimidos,amoxicilina|500mg|20,amoxicilina|500mg|20|bio:unknown|brand:unknown|combo:acido|form:solid-oral,amoxicilina|500mg|20,acido,,solid-oral,20,,,500mg,,,,unknown,,,exact,exact,CFM-000866,8990,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=amoxicilina%7C500mg%7C20&url=https%3A%2F%2Fwww.cruzverde.cl%2Famoxicilina-500-mg-acido-clavulanico-125-mg-20-comprimidos%2F275149.html&cfmId=CFM-000866,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,12,13,sermecoop,Amoval (amoxicilina) 500mg 21 Comprimidos,Amoval Amoxicilina 500 mg 21 Comprimidos,amoval|500mg|21,amoval|500mg|21|bio:unknown|brand:unknown|form:solid-oral,amoval|500mg|21,,,solid-oral,21,,,500mg,Amoval,,amoxicilina,name,,,exact,exact,CFM-000932,15390,true,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=amoval%7C500mg%7C21&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D20450%26d_%3D1&cfmId=CFM-000932,2
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,12,13,cruz-verde,Amoval Amoxicilina 500 mg 21 Comprimidos,Amoval Amoxicilina 500 mg 21 Comprimidos,amoval|500mg|21,amoval|500mg|21|bio:unknown|brand:unknown|form:solid-oral,amoval|500mg|21,,,solid-oral,21,,,500mg,Amoval,,amoxicilina,name,,,exact,exact,CFM-000932,28240,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=amoval%7C500mg%7C21&url=https%3A%2F%2Fwww.cruzverde.cl%2Famoval-amoxicilina-500-mg-21-comprimidos%2F6093.html&cfmId=CFM-000932,2
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,13,14,ahumada,AMOVAL Amoxicilina 500 mg 21 comprimidos,AMOVAL Amoxicilina 500 mg 21 comprimidos,amoval|500mg|21,amoval|500mg|21|bio:true|brand:unknown|form:solid-oral,amoval|500mg|21,,,solid-oral,21,,,500mg,AMOVAL,,amoxicilina,name,,true,exact,exact,CFM-000932,22274,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=amoval%7C500mg%7C21&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Famoval-amoxicilina-500-mg-21-comprimidos-11172.html&cfmId=CFM-000932,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,14,15,ecofarmacias,"Amoxicilina / Ácido Clavulánico 250/62,5 Polvo Para Suspensión Oral","Amoxicilina / Ácido Clavulánico 250/62,5 Polvo Para Suspensión Oral",amoxicilina,amoxicilina|bio:unknown|brand:unknown|combo:acido|form:fluid-oral,amoxicilina,acido,,fluid-oral,,,,,,,,unknown,,,exact,unknown,CFM-000907,2690,false,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=amoxicilina&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Famoxicilina-acido-clavulanico-250-625-polvo-para-suspension-oral%2F&cfmId=CFM-000907,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,15,16,ecofarmacias,Amoxicilina+Acido Clavulanico Clav 500/125  X 20 Comprimidos Recubiertos (Cenabast),Amoxicilina+Acido Clavulanico Clav 500/125  X 20 Comprimidos Recubiertos (Cenabast),amoxicilina|20,amoxicilina|20|bio:true|brand:unknown|combo:acido|form:solid-oral,amoxicilina|20,acido,,solid-oral,20,,,,,,,unknown,,true,exact,unknown,CFM-000803,4980,true,https://comparafarma-api.vercel.app/api/go?slug=ecofarmacias&matchKey=amoxicilina%7C20&url=https%3A%2F%2Fwww.ecofarmacias.cl%2Fproducto%2Famoxicilinaacido-clavulanico-clav-500-125-x-20-comprimidos-recubiertos-cenabast%2F&cfmId=CFM-000803,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,16,17,araucomed,Amoxicilina Acido Clavulanico 500/125 x 20 comprimidos (Ascend),Amoxicilina Acido Clavulanico 500/125 x 20 comprimidos (Ascend),amoxicilina|20,amoxicilina|20|bio:unknown|brand:ascend|form:solid-oral,amoxicilina|20,,,solid-oral,20,,,,,Ascend,amoxicilina,unknown,Ascend,,exact,unknown,CFM-000803,4990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=amoxicilina%7C20&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fantibioticos%2Famoxicilina-acido-clavulanico-500-125-x-20-comprimidos-ascend&cfmId=CFM-000803,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,17,18,araucomed,Medoclav 875/125 x 14 comprimidos. (Pharmatech),Medoclav 875/125 x 14 comprimidos. (Pharmatech),medoclav|14,medoclav|14|bio:unknown|brand:pharmatech|form:solid-oral,medoclav|14,,,solid-oral,14,,,,,Pharmatech,,unknown,Pharmatech,,compatible,unknown,CFM-000897,4990,true,https://comparafarma-api.vercel.app/api/go?slug=araucomed&matchKey=medoclav%7C14&url=https%3A%2F%2Ffarmacia.araucomed.com%2Fantibioticos%2Fmedoclav-875-125-x-14-comprimidos-pharmatech&cfmId=CFM-000897,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,18,19,easyfarma,Amoxicilina/Acido...,Amoxicilina/Acido...,amoxicilina,amoxicilina|bio:unknown|brand:unknown|combo:acido,amoxicilina,acido,,,,,,,,,,unknown,,,exact,unknown,CFM-000907,7490,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=amoxicilina&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F102872-amoxicilina-acido-clavulanico-400mg-57mg-70-ml.html&cfmId=CFM-000907,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,19,20,easyfarma,Amoxicilina + Acido...,Amoxicilina + Acido...,amoxicilina,amoxicilina|bio:unknown|brand:ascend|combo:acido,amoxicilina,acido,,,,,,,,,,unknown,,,exact,unknown,CFM-000907,7990,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=amoxicilina&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F103308-amoxicilina-acido-clavulanico-500-125-x-20-comp-lab-ascend.html&cfmId=CFM-000907,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,20,21,easyfarma,Amoxicilina + Ac...,Amoxicilina + Ac...,amoxicilina,amoxicilina|bio:unknown|brand:unknown|var:ac,amoxicilina,,ac,,,,,,,,amoxicilina,unknown,,,exact,unknown,CFM-000907,10490,true,https://comparafarma-api.vercel.app/api/go?slug=easyfarma&matchKey=amoxicilina&url=https%3A%2F%2Fnuevo.easyfarma.cl%2F32716-amoxicilina-acido-clavulanico-875-125-mg-x-20.html&cfmId=CFM-000907,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,21,22,salcobrand,Amoxicilina / Ácido Clavulánico (B) 875/125 14 Comprimidos Recubiertos,Amoxicilina / Ácido Clavulánico (B) 875/125 14 Comprimidos Recubiertos,amoxicilina|14,amoxicilina|14|bio:unknown|brand:unknown|combo:acido|form:solid-oral,amoxicilina|14,acido,,solid-oral,14,,,,,,,unknown,Amoxicilina / Ácido Clavulánico,,exact,unknown,CFM-000893,10823,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=amoxicilina%7C14&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fopko-amoxicilina-acido-clavulanico-b-875-125-14-comprimidos-recubiertos%3Fdefault_sku%3D1768030&cfmId=CFM-000893,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,22,23,salcobrand,Amoxicilina / Acido Clavulánico (B) 500/125 20 Comprimidos Recubiertos,Amoxicilina / Acido Clavulánico (B) 500/125 20 Comprimidos Recubiertos,amoxicilina|20,amoxicilina|20|bio:unknown|brand:unknown|combo:acido|form:solid-oral,amoxicilina|20,acido,,solid-oral,20,,,,,,,unknown,Amoxicilina+Clavulanico,,exact,unknown,CFM-000803,11527,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=amoxicilina%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Famoxicilina-acido-clavulanico-b-500-125-20-comprimidos-recubiertos%3Fdefault_sku%3D1763275&cfmId=CFM-000803,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,23,24,salcobrand,Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 14 Comprimidos Recubiertos,Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 14 Comprimidos Recubiertos,maximox|14,maximox|14|bio:unknown|brand:maximox|var:cido|form:solid-oral,maximox|14,,cido,solid-oral,14,,,,Maximox,,amoxicilina,structured,Maximox,,exact,unknown,CFM-000919,12282,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=maximox%7C14&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Facido-clavulanico-125mg-amoxicilina-875mg-oral-solido-83a0ca42-b9c7-4c3b-b584-25d831bd287e%3Fdefault_sku%3D2501113&cfmId=CFM-000919,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,24,25,salcobrand,Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 20 Comprimidos Recubiertos,Maximox (B) 875/125 Amoxicilina / ícido Clavulánico 20 Comprimidos Recubiertos,maximox|20,maximox|20|bio:unknown|brand:maximox|var:cido|form:solid-oral,maximox|20,,cido,solid-oral,20,,,,Maximox,,amoxicilina,structured,Maximox,,exact,unknown,CFM-000917,15959,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=maximox%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Facido-clavulanico-125mg-amoxicilina-875mg-oral-solido-717e7b95-7249-428c-b210-d0853378111c%3Fdefault_sku%3D2501114&cfmId=CFM-000917,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,25,26,salcobrand,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 14 Comprimidos Recubiertos,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 14 Comprimidos Recubiertos,clavam|14,clavam|14|bio:unknown|brand:clavamduo|var:duo|form:solid-oral,clavam|14,,duo,solid-oral,14,,,,Clavam Duo,,amoxicilina,structured,Clavam Duo,,exact,unknown,CFM-000928,22791,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=clavam%7C14&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Facido-clavulanico-125mg-amoxicilina-875mg-oral-solido-557ff42a-e4f7-41e5-afa0-b21c0e4e3a55%3Fdefault_sku%3D3402056&cfmId=CFM-000928,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,26,27,salcobrand,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 20 Comprimidos Recubiertos,Clavam Duo (B) Amoxicilina / ícido Clavulánico 875/125 20 Comprimidos Recubiertos,clavam|20,clavam|20|bio:unknown|brand:clavamduo|var:duo|form:solid-oral,clavam|20,,duo,solid-oral,20,,,,Clavam Duo,,amoxicilina,structured,Clavam Duo,,exact,unknown,CFM-000929,25343,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=clavam%7C20&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Facido-clavulanico-125mg-amoxicilina-875mg-oral-solido-173dd599-892c-4243-923c-7305fe1fdf4b%3Fdefault_sku%3D3402057&cfmId=CFM-000929,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,27,28,ahumada,Ambilan Bid 875/125 20 Comprimidos Recubiertos,Ambilan Bid 875/125 20 Comprimidos Recubiertos,ambilan|20,ambilan|20|bio:true|brand:unknown|var:bid|form:solid-oral,ambilan|20,,bid,solid-oral,20,,,,,,,unknown,,true,compatible,unknown,CFM-001236,27509,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=ambilan%7C20&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Fambilan-bid-875-125-20-comprimidos-recubiertos-94711.html&cfmId=CFM-001236,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,28,29,salcobrand,Clavinex Duo CD Amoxicilina / Ácido Clavulánico 14 Comprimidos Dispersables,Clavinex Duo CD Amoxicilina / Ácido Clavulánico 14 Comprimidos Dispersables,clavinex|14,clavinex|14|bio:unknown|brand:clavinexduo|combo:acido|form:solid-oral,clavinex|14,acido,,solid-oral,14,,,,Clavinex Duo,,,structured,Clavinex Duo,,exact,unknown,CFM-000940,31679,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=clavinex%7C14&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Fclavinex-duo-cd-amoxicilina-acido-clavulanico-14-comprimidos-dispersables%3Fdefault_sku%3D2974206&cfmId=CFM-000940,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,29,30,sermecoop,Amoxicilina 250 Mg/5 Ml Jarabe X 60 Ml,Amoxicilina 250 Mg/5 Ml Jarabe X 60 Ml,amoxicilina|60ml|60,amoxicilina|60ml|60|bio:unknown|brand:unknown|form:fluid-oral,amoxicilina|60ml|60,,,fluid-oral,,250mg/5ml,ratio,250mg/5ml,,,amoxicilina,unknown,,,exact,other,CFM-000880,1390,false,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=amoxicilina%7C60ml%7C60&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D19997%26d_%3D1&cfmId=CFM-000880,1
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,30,31,sermecoop,Amoxicilina 250mg/5ml Suspensión Oral 60ml,Amoxicilina 250mg/5ml Jarabe 60ml,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,amoxicilina|60ml,,,fluid-oral,,250mg/5ml,ratio,250mg/5ml,,,amoxicilina,unknown,Amoxicilina,,exact,other,CFM-000905,1590,false,https://comparafarma-api.vercel.app/api/go?slug=sermecoop&matchKey=amoxicilina%7C60ml&url=https%3A%2F%2Fwww.farmaciasermecoop.cl%2Findex.php%2Fonline%2Fdetalleproducto%3Fp_%3D1713%26d_%3D1&cfmId=CFM-000905,4
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,30,31,ahumada,Amoxicilina 250 mg/5 mL susp. Frasco 60 mL,Amoxicilina 250mg/5ml Jarabe 60ml,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,amoxicilina|60ml,,,fluid-oral,,250mg/5ml,ratio,250mg/5ml,,,amoxicilina,unknown,Amoxicilina,,exact,other,CFM-000905,1649,true,https://comparafarma-api.vercel.app/api/go?slug=ahumada&matchKey=amoxicilina%7C60ml&url=https%3A%2F%2Fwww.farmaciasahumada.cl%2Famoxicilina-250-mg-5-ml-susp.-frasco-60-ml-94434.html&cfmId=CFM-000905,4
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,30,31,salcobrand,Amoxicilina 250mg/5ml Jarabe 60ml,Amoxicilina 250mg/5ml Jarabe 60ml,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,amoxicilina|60ml,,,fluid-oral,,250mg/5ml,ratio,250mg/5ml,,,amoxicilina,unknown,Amoxicilina,,exact,other,CFM-000905,2815,true,https://comparafarma-api.vercel.app/api/go?slug=salcobrand&matchKey=amoxicilina%7C60ml&url=https%3A%2F%2Fsalcobrand.cl%2Fproducts%2Famoxicilina-250mg-5ml-jarabe-60ml%3Fdefault_sku%3D590259&cfmId=CFM-000905,4
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,30,31,cruz-verde,Amoxicilina 250 mg/5mL Jarabe 60 mL,Amoxicilina 250mg/5ml Jarabe 60ml,amoxicilina|60ml,amoxicilina|60ml|bio:unknown|brand:unknown|form:fluid-oral,amoxicilina|60ml,,,fluid-oral,,250mg/5ml,ratio,250mg/5ml,,,amoxicilina,unknown,Amoxicilina,,exact,other,CFM-000905,3290,true,https://comparafarma-api.vercel.app/api/go?slug=cruz-verde&matchKey=amoxicilina%7C60ml&url=https%3A%2F%2Fwww.cruzverde.cl%2Famoxicilina-250-mg-5ml-jarabe-60-ml%2F199013.html&cfmId=CFM-000905,4
amoxicilina 500mg,amoxicilina-500mg,amoxicilina,500mg,,,31,32,dr-simi,Amoxicilina 250 mg/5 mL polvo para suspensión oral 60 mL,Amoxicilina 250 mg/5 mL polvo para suspensión oral 60 mL,amoxicilina|60ml,amoxicilina|60ml|bio:false|brand:hospifarma|form:fluid-oral,amoxicilina|60ml,,,fluid-oral,,250mg/5ml,ratio,250mg/5ml,,Hospifarma,amoxicilina,unknown,HOSPIFARMA,false,exact,other,CFM-000905,1650,true,https://comparafarma-api.vercel.app/api/go?slug=dr-simi&matchKey=amoxicilina%7C60ml&url=https%3A%2F%2Fwww.drsimi.cl%2Famoxicilina-250-mg-5ml-suspension-60-ml%2Fp&cfmId=CFM-000905,1
